# taxon distribution range models
# data save on : 2023-09-25T17:03:33-03:00
taxon	type	age	equator	pixel	density
Acer rubrum	points	0	360	6761	1.000000
Acer rubrum	points	0	360	6762	1.000000
Acer rubrum	points	0	360	6763	1.000000
Acer rubrum	points	0	360	6764	1.000000
Acer rubrum	points	0	360	6765	1.000000
Acer rubrum	points	0	360	6766	1.000000
Acer rubrum	points	0	360	6767	1.000000
Acer rubrum	points	0	360	6768	1.000000
Acer rubrum	points	0	360	6769	1.000000
Acer rubrum	points	0	360	6770	1.000000
Acer rubrum	points	0	360	6771	1.000000
Acer rubrum	points	0	360	6772	1.000000
Acer rubrum	points	0	360	6773	1.000000
Acer rubrum	points	0	360	6774	1.000000
Acer rubrum	points	0	360	7011	1.000000
Acer rubrum	points	0	360	7023	1.000000
Acer rubrum	points	0	360	7027	1.000000
Acer rubrum	points	0	360	7028	1.000000
Acer rubrum	points	0	360	7029	1.000000
Acer rubrum	points	0	360	7031	1.000000
Acer rubrum	points	0	360	7033	1.000000
Acer rubrum	points	0	360	7034	1.000000
Acer rubrum	points	0	360	7035	1.000000
Acer rubrum	points	0	360	7036	1.000000
Acer rubrum	points	0	360	7037	1.000000
Acer rubrum	points	0	360	7038	1.000000
Acer rubrum	points	0	360	7039	1.000000
Acer rubrum	points	0	360	7040	1.000000
Acer rubrum	points	0	360	7041	1.000000
Acer rubrum	points	0	360	7043	1.000000
Acer rubrum	points	0	360	7277	1.000000
Acer rubrum	points	0	360	7284	1.000000
Acer rubrum	points	0	360	7289	1.000000
Acer rubrum	points	0	360	7299	1.000000
Acer rubrum	points	0	360	7302	1.000000
Acer rubrum	points	0	360	7303	1.000000
Acer rubrum	points	0	360	7305	1.000000
Acer rubrum	points	0	360	7307	1.000000
Acer rubrum	points	0	360	7308	1.000000
Acer rubrum	points	0	360	7309	1.000000
Acer rubrum	points	0	360	7310	1.000000
Acer rubrum	points	0	360	7311	1.000000
Acer rubrum	points	0	360	7312	1.000000
Acer rubrum	points	0	360	7313	1.000000
Acer rubrum	points	0	360	7553	1.000000
Acer rubrum	points	0	360	7566	1.000000
Acer rubrum	points	0	360	7573	1.000000
Acer rubrum	points	0	360	7575	1.000000
Acer rubrum	points	0	360	7576	1.000000
Acer rubrum	points	0	360	7577	1.000000
Acer rubrum	points	0	360	7578	1.000000
Acer rubrum	points	0	360	7579	1.000000
Acer rubrum	points	0	360	7580	1.000000
Acer rubrum	points	0	360	7581	1.000000
Acer rubrum	points	0	360	7582	1.000000
Acer rubrum	points	0	360	7583	1.000000
Acer rubrum	points	0	360	7584	1.000000
Acer rubrum	points	0	360	7585	1.000000
Acer rubrum	points	0	360	7586	1.000000
Acer rubrum	points	0	360	7587	1.000000
Acer rubrum	points	0	360	7588	1.000000
Acer rubrum	points	0	360	7589	1.000000
Acer rubrum	points	0	360	7833	1.000000
Acer rubrum	points	0	360	7857	1.000000
Acer rubrum	points	0	360	7858	1.000000
Acer rubrum	points	0	360	7859	1.000000
Acer rubrum	points	0	360	7860	1.000000
Acer rubrum	points	0	360	7861	1.000000
Acer rubrum	points	0	360	7862	1.000000
Acer rubrum	points	0	360	7863	1.000000
Acer rubrum	points	0	360	7864	1.000000
Acer rubrum	points	0	360	7865	1.000000
Acer rubrum	points	0	360	7866	1.000000
Acer rubrum	points	0	360	7867	1.000000
Acer rubrum	points	0	360	7868	1.000000
Acer rubrum	points	0	360	7869	1.000000
Acer rubrum	points	0	360	7870	1.000000
Acer rubrum	points	0	360	7871	1.000000
Acer rubrum	points	0	360	8118	1.000000
Acer rubrum	points	0	360	8119	1.000000
Acer rubrum	points	0	360	8139	1.000000
Acer rubrum	points	0	360	8140	1.000000
Acer rubrum	points	0	360	8141	1.000000
Acer rubrum	points	0	360	8142	1.000000
Acer rubrum	points	0	360	8143	1.000000
Acer rubrum	points	0	360	8144	1.000000
Acer rubrum	points	0	360	8145	1.000000
Acer rubrum	points	0	360	8147	1.000000
Acer rubrum	points	0	360	8148	1.000000
Acer rubrum	points	0	360	8149	1.000000
Acer rubrum	points	0	360	8150	1.000000
Acer rubrum	points	0	360	8151	1.000000
Acer rubrum	points	0	360	8152	1.000000
Acer rubrum	points	0	360	8153	1.000000
Acer rubrum	points	0	360	8154	1.000000
Acer rubrum	points	0	360	8155	1.000000
Acer rubrum	points	0	360	8429	1.000000
Acer rubrum	points	0	360	8430	1.000000
Acer rubrum	points	0	360	8431	1.000000
Acer rubrum	points	0	360	8432	1.000000
Acer rubrum	points	0	360	8433	1.000000
Acer rubrum	points	0	360	8434	1.000000
Acer rubrum	points	0	360	8435	1.000000
Acer rubrum	points	0	360	8436	1.000000
Acer rubrum	points	0	360	8437	1.000000
Acer rubrum	points	0	360	8438	1.000000
Acer rubrum	points	0	360	8439	1.000000
Acer rubrum	points	0	360	8440	1.000000
Acer rubrum	points	0	360	8441	1.000000
Acer rubrum	points	0	360	8442	1.000000
Acer rubrum	points	0	360	8443	1.000000
Acer rubrum	points	0	360	8444	1.000000
Acer rubrum	points	0	360	8720	1.000000
Acer rubrum	points	0	360	8721	1.000000
Acer rubrum	points	0	360	8722	1.000000
Acer rubrum	points	0	360	8723	1.000000
Acer rubrum	points	0	360	8724	1.000000
Acer rubrum	points	0	360	8725	1.000000
Acer rubrum	points	0	360	8726	1.000000
Acer rubrum	points	0	360	8727	1.000000
Acer rubrum	points	0	360	8728	1.000000
Acer rubrum	points	0	360	8729	1.000000
Acer rubrum	points	0	360	8730	1.000000
Acer rubrum	points	0	360	8731	1.000000
Acer rubrum	points	0	360	8732	1.000000
Acer rubrum	points	0	360	8733	1.000000
Acer rubrum	points	0	360	8734	1.000000
Acer rubrum	points	0	360	8735	1.000000
Acer rubrum	points	0	360	8996	1.000000
Acer rubrum	points	0	360	8998	1.000000
Acer rubrum	points	0	360	9014	1.000000
Acer rubrum	points	0	360	9015	1.000000
Acer rubrum	points	0	360	9016	1.000000
Acer rubrum	points	0	360	9017	1.000000
Acer rubrum	points	0	360	9018	1.000000
Acer rubrum	points	0	360	9019	1.000000
Acer rubrum	points	0	360	9020	1.000000
Acer rubrum	points	0	360	9021	1.000000
Acer rubrum	points	0	360	9022	1.000000
Acer rubrum	points	0	360	9023	1.000000
Acer rubrum	points	0	360	9024	1.000000
Acer rubrum	points	0	360	9025	1.000000
Acer rubrum	points	0	360	9026	1.000000
Acer rubrum	points	0	360	9027	1.000000
Acer rubrum	points	0	360	9028	1.000000
Acer rubrum	points	0	360	9029	1.000000
Acer rubrum	points	0	360	9030	1.000000
Acer rubrum	points	0	360	9031	1.000000
